,Symbol,Company Name,Security Name,Cleaned Name
1840,LSXMK,Liberty Media Corporation ,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,Liberty Media Corporation 
1841,LTBR,Lightbridge Corporation ,Lightbridge Corporation - Common Stock,Lightbridge Corporation
1842,LTRPA,"Liberty TripAdvisor Holdings, Inc. ","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",Liberty TripAdvisor Holdings
1843,LTRPB,"Liberty TripAdvisor Holdings, Inc. ","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",TripAdvisor
1844,LTRX,"Lantronix, Inc. ","Lantronix, Inc. - Common Stock",Lantronix
1845,LULU,lululemon athletica inc. ,lululemon athletica inc. - Common Stock,lululemon athletica
1846,LUNA,Luna Innovations Incorporated ,Luna Innovations Incorporated - Common Stock,Luna Innovations
1847,LVHD,Legg Mason Low Volatility High Dividend ETF,Legg Mason Low Volatility High Dividend ETF,Legg Mason Low Volatility High Dividend ETF
1848,LWAY,"Lifeway Foods, Inc. ","Lifeway Foods, Inc. - Common Stock",Lifeway Foods
1849,LX,LexinFintech Holdings Ltd. ,LexinFintech Holdings Ltd. - American Depositary Shares,LexinFintech Holdings
1850,LXRX,"Lexicon Pharmaceuticals, Inc. ","Lexicon Pharmaceuticals, Inc. - Common Stock",Lexicon Pharmaceuticals
1851,LYL,Dragon Victory International Limited ,Dragon Victory International Limited - Ordinary Shares,Dragon Victory
1852,LYTS,LSI Industries Inc. ,LSI Industries Inc. - Common Stock,LSI Industries
1853,MACK,"Merrimack Pharmaceuticals, Inc. ","Merrimack Pharmaceuticals, Inc. - Common Stock",Merrimack Pharmaceuticals
1854,MAGS,Magal Security Systems Ltd. ,Magal Security Systems Ltd. - Ordinary Shares,Magal
1855,MAMS,"MAM Software Group, Inc. ","MAM Software Group, Inc. - Common Stock",MAM Stware
1856,MANH,"Manhattan Associates, Inc. ","Manhattan Associates, Inc. - Common Stock",Manhattan Associates
1857,MAR,Marriott International ,Marriott International - Class A Common Stock,Marriott International
1858,MARA,"Marathon Patent Group, Inc. ","Marathon Patent Group, Inc. - Common Stock",Marathon Patent Group
1859,MARK,"Remark Holdings, Inc. ","Remark Holdings, Inc. - Common Stock",Remark Holdings
1860,MARPS,Marine Petroleum Trust ,Marine Petroleum Trust - Units of Beneficial Interest,Marine Petroleum Trust
1861,MASI,Masimo Corporation ,Masimo Corporation - Common Stock,Masimo Corporation
1862,MAT,"Mattel, Inc. ","Mattel, Inc. - Common Stock",Mattel
1863,MATW,Matthews International Corporation ,Matthews International Corporation - Class A Common Stock,Matthews International
1864,MAYS,"J. W. Mays, Inc. ","J. W. Mays, Inc. - Common Stock",J. W. Mays
1865,MB,"MINDBODY, Inc. ","MINDBODY, Inc. - Class A Common Stock",MNDBODY
1866,MBB,iShares MBS ETF,iShares MBS ETF,iShares MBS
1867,MBCN,Middlefield Banc Corp. ,Middlefield Banc Corp. - Common Stock,Middlefield Banc Corp.
1868,MBFI,MB Financial Inc. ,MB Financial Inc. - Common Stock,MB Financial Inc. 
1869,MBFIO,MB Financial Inc. ,"MB Financial Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.000% Noncumulative Perpetual Preferred Stock, Series C",MB Financial Inc. 
1870,MBII,"Marrone Bio Innovations, Inc. ","Marrone Bio Innovations, Inc. - Common Stock",Marrone  nnovations
1871,MBIN,Merchants Bancorp ,Merchants Bancorp - Common Stock,Merchants Bancorp
1872,MBIO,"Mustang Bio, Inc. ","Mustang Bio, Inc. - Common Stock",Mustang Bio
1873,MBNAA,Mercantil Bank Holding Corporation ,Mercantil Bank Holding Corporation - Class A Common Stock,Mercantil
1874,MBNAB,Mercantil Bank Holding Corporation ,Mercantil Bank Holding Corporation - Class B Common Stock,Mercantil
1875,MBOT,Microbot Medical Inc.  ,Microbot Medical Inc.  - Common Stock,Microbot Medical
1876,MBRX,"Moleculin Biotech, Inc. ","Moleculin Biotech, Inc. - Common Stock",Moleculin Biotech
1877,MBSD,FlexShares Disciplined Duration MBS Index Fund,FlexShares Disciplined Duration MBS Index Fund,Fl Disciplined  MBS
1878,MBTF,M B T Financial Corp ,M B T Financial Corp - Common Stock,M B T
1879,MBUU,"Malibu Boats, Inc. ","Malibu Boats, Inc. - Common Stock",Malibu Boats
1880,MBWM,Mercantile Bank Corporation ,Mercantile Bank Corporation - Common Stock,Mercantile
1881,MCBC,Macatawa Bank Corporation ,Macatawa Bank Corporation - Common Stock,Macatawa
1882,MCEF,First Trust Municipal CEF Income Opportunity ETF,First Trust Municipal CEF Income Opportunity ETF,CEF ome
1883,MCFT,"MCBC Holdings, Inc. ","MCBC Holdings, Inc. - Common Stock",MCBC
1884,MCHI,iShares MSCI China ETF,iShares MSCI China ETF,iShares MSCI China ETF
1885,MCHP,Microchip Technology Incorporated ,Microchip Technology Incorporated - Common Stock,chip  orporated
1886,MCHX,"Marchex, Inc. ","Marchex, Inc. - Class B Common Stock",March
1887,MCRB,"Seres Therapeutics, Inc. ","Seres Therapeutics, Inc. - Common Stock",Seres
1888,MCRI,"Monarch Casino & Resort, Inc. ","Monarch Casino & Resort, Inc. - Common Stock",Monarch Casino  Resort
1889,MDB,"MongoDB, Inc. ","MongoDB, Inc. - Class A Common Stock",MongoDB
1890,MDCO,The Medicines Company ,The Medicines Company - Common Stock,Medicines
1891,MDGL,"Madrigal Pharmaceuticals, Inc. ","Madrigal Pharmaceuticals, Inc. - Common Stock",Madrigal
1892,MDGS,Medigus Ltd. ,Medigus Ltd. - American Depositary Share,Medigus
1893,MDGSW,Medigus Ltd. ,Medigus Ltd. - Series C Warrant,Medigus
1894,MDIV,First Trust Multi,First Trust Multi-Asset Diversified Income Index Fund,First Trust Multi
1895,MDLZ,"Mondelez International, Inc. ","Mondelez International, Inc. - Class A Common Stock",Mondelez 
1896,MDRX,"Allscripts Healthcare Solutions, Inc. ","Allscripts Healthcare Solutions, Inc. - common stock",Allscripts
1897,MDSO,"Medidata Solutions, Inc. ","Medidata Solutions, Inc. - Common Stock",Medidata
1898,MDWD,MediWound Ltd. ,MediWound Ltd. - Ordinary Shares,MediWound
1899,MDXG,"MiMedx Group, Inc ","MiMedx Group, Inc - Common Stock",MiMedx
1900,MEDP,"Medpace Holdings, Inc. ","Medpace Holdings, Inc. - Common Stock",Medpace
1901,MEET,"The Meet Group, Inc. ","The Meet Group, Inc. - Common Stock",Meet
1902,MELI,"MercadoLibre, Inc. ","MercadoLibre, Inc. - Common Stock",MercadoLibre
1903,MELR,"Melrose Bancorp, Inc. ","Melrose Bancorp, Inc. - Common Stock",Melrose
1904,MEOH,Methanex Corporation ,Methanex Corporation - Common Stock,Methan
1905,MERC,Mercer International Inc. ,Mercer International Inc. - Common Stock,Mercer
1906,MESA,"Mesa Air Group, Inc. ","Mesa Air Group, Inc. - Common Stock","Mesa Air Group, Inc. "
1907,MESO,Mesoblast Limited ,Mesoblast Limited - American Depositary Shares,Mesoblast
1908,METC,"Ramaco Resources, Inc. ","Ramaco Resources, Inc. - Common Stock",Ramaco 
1909,MFIN,Medallion Financial Corp. ,Medallion Financial Corp. - Common Stock,Medallion
1910,MFINL,Medallion Financial Corp. ,Medallion Financial Corp. - 9.000% Notes due 2021,Medallion
1911,MFNC,Mackinac Financial Corporation ,Mackinac Financial Corporation - Common Stock,Mackinac
1912,MFSF,MutualFirst Financial Inc. ,MutualFirst Financial Inc. - Common Stock,Mutual
1913,MGEN,"Miragen Therapeutics, Inc. ","Miragen Therapeutics, Inc. - Common Stock",Miragen
1914,MGI,"Moneygram International, Inc. ","Moneygram International, Inc. - Common Stock",Moneygram 
1915,MGIC,Magic Software Enterprises Ltd. ,Magic Software Enterprises Ltd. - Ordinary Shares,Magic Stware
1916,MGLN,"Magellan Health, Inc. ","Magellan Health, Inc. - Common Stock",Magellan 
1917,MGNX,"MacroGenics, Inc. ","MacroGenics, Inc. - Common Stock",MacroGenics
1918,MGPI,"MGP Ingredients, Inc. ","MGP Ingredients, Inc. - Common Stock",MGP ngredients
1919,MGRC,McGrath RentCorp ,McGrath RentCorp - Common Stock,McGrath Rent
1920,MGTA,"Magenta Therapeutics, Inc. ","Magenta Therapeutics, Inc. - Common Stock",Magenta
1921,MGTX,MeiraGTx Holdings plc ,MeiraGTx Holdings plc - Ordinary Shares,MeiraGTx
1922,MGYR,"Magyar Bancorp, Inc. ","Magyar Bancorp, Inc. - Common Stock",Magyar
1923,MHLD,"Maiden Holdings, Ltd. ","Maiden Holdings, Ltd. - Common Stock",Maiden
1924,MIDD,The Middleby Corporation ,The Middleby Corporation - Common Stock,dleby
1925,MIK,"The Michaels Companies, Inc. ","The Michaels Companies, Inc. - Common Stock",Michaels
1926,MILN,Global X Millennials Thematic ETF,Global X Millennials Thematic ETF,Millennials matic
1927,MIME,Mimecast Limited ,Mimecast Limited - Ordinary Shares,Mimecast
1928,MIND,"Mitcham Industries, Inc. ","Mitcham Industries, Inc. - Common Stock",Mitcham
1929,MINDP,"Mitcham Industries, Inc. ","Mitcham Industries, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",Mitcham
1930,MINI,"Mobile Mini, Inc. ","Mobile Mini, Inc. - Common Stock",Mini
1931,MITK,"Mitek Systems, Inc. ","Mitek Systems, Inc. - Common Stock",Mitek
1932,MITL,Mitel Networks Corporation ,Mitel Networks Corporation - Common Shares,Mitel
1933,MKGI,"Monaker Group, Inc. ","Monaker Group, Inc. - Common Stock",Monaker
1934,MKSI,"MKS Instruments, Inc. ","MKS Instruments, Inc. - Common Stock",MKS nstruments
1935,MKTX,"MarketAxess Holdings, Inc. ","MarketAxess Holdings, Inc. - Common Stock",Axess
1936,MLAB,"Mesa Laboratories, Inc. ","Mesa Laboratories, Inc. - Common Stock","Mesa Laboratories, Inc. "
1937,MLCO,Melco Resorts & Entertainment Limited ,Melco Resorts & Entertainment Limited - American Depositary Shares ,Melco Resorts
1938,MLHR,"Herman Miller, Inc. ","Herman Miller, Inc. - Common Stock",Herman Miller
1939,MLNT,"Melinta Therapeutics, Inc. ","Melinta Therapeutics, Inc. - Common Stock",Melinta
1940,MLNX,"Mellanox Technologies, Ltd. ","Mellanox Technologies, Ltd. - Ordinary Shares",Mellanox
1941,MLVF,"Malvern Bancorp, Inc. ","Malvern Bancorp, Inc. - Common Stock",Malvern
1942,MMAC,"MMA Capital Management, LLC ","MMA Capital Management, LLC - Common Stock",MMA  Management
1943,MMDM,Modern Media Acquisition Corp. ,Modern Media Acquisition Corp. - Common Stock,Modern Media Acquisition Corp. 
1944,MMDMR,Modern Media Acquisition Corp. ,Modern Media Acquisition Corp. - Right,Modern Media Acquisition Corp. 
1945,MMDMU,Modern Media Acquisition Corp. ,Modern Media Acquisition Corp. - Unit,Modern Media Acquisition Corp. 
1946,MMDMW,Modern Media Acquisition Corp. ,Modern Media Acquisition Corp. - Warrant,Modern Media Acquisition Corp. 
1947,MMLP,Martin Midstream Partners L.P. ,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Martin stream
1948,MMSI,"Merit Medical Systems, Inc. ","Merit Medical Systems, Inc. - Common Stock",Merit
1949,MMYT,MakeMyTrip Limited ,MakeMyTrip Limited - Ordinary Shares,MakeMyTrip
1950,MNDO,MIND C.T.I. Ltd. ,MIND C.T.I. Ltd. - Ordinary Shares,MND C.T
1951,MNGA,MagneGas Corporation ,MagneGas Corporation - Common Stcok,Magne
1952,MNKD,MannKind Corporation ,MannKind Corporation - Common Stock,MannKind
1953,MNLO,Menlo Therapeutics Inc. ,Menlo Therapeutics Inc. - Common Stock,Menlo rapeutics
1954,MNOV,"MediciNova, Inc. ","MediciNova, Inc. - Common Stock",MediciNova
1955,MNRO,"Monro, Inc.  ","Monro, Inc.  - Common Stock",Monro
1956,MNST,Monster Beverage Corporation ,Monster Beverage Corporation - Common Stock,Monster
1957,MNTA,"Momenta Pharmaceuticals, Inc. ","Momenta Pharmaceuticals, Inc. - Common Stock",Momenta
1958,MNTX,"Manitex International, Inc. ","Manitex International, Inc. - common stock",Manit 
1959,MOFG,"MidWestOne Financial Group, Inc. ","MidWestOne Financial Group, Inc. - Common Stock","MidWestOne Financial Group, Inc. "
1960,MOGLC,Gabelli NextShares Trust ,Gabelli NextShares Trust - Gabelli Media Mogul NextShares,Gabelli NextShares Trust 
1961,MOGO,Mogo Finance Technology Inc. ,Mogo Finance Technology Inc. - Common Share,Mogo
1962,MOMO,Momo Inc. ,Momo Inc. - American Depositary Shares,Momo
1963,MOR,MorphoSys AG ,MorphoSys AG - American Depositary Shares,MorphoSys
1964,MORN,"Morningstar, Inc. ","Morningstar, Inc. - Common Stock",Morningstar
1965,MOSY,"MoSys, Inc. ","MoSys, Inc. - Common Stock",MoSys
1966,MOTS,"Motus GI Holdings, Inc. ","Motus GI Holdings, Inc. - Common Stock",Motus G
1967,MOXC,"Moxian, Inc. ","Moxian, Inc. - Common Stock",Moxian
1968,MPAA,"Motorcar Parts of America, Inc. ","Motorcar Parts of America, Inc. - Common Stock",Motorcar Parts  
1969,MPAC,Matlin & Partners Acquisition Corporation ,Matlin & Partners Acquisition Corporation - Class A Common Stock,Matlin & Partners Acquisition Corporation 
1970,MPACU,Matlin & Partners Acquisition Corporation ,Matlin & Partners Acquisition Corporation - Unit,Matlin & Partners Acquisition Corporation 
1971,MPACW,Matlin & Partners Acquisition Corporation ,Matlin & Partners Acquisition Corporation - Warrants,Matlin & Partners Acquisition Corporation 
1972,MPB,Mid Penn Bancorp ,Mid Penn Bancorp - Common Stock,Mid Penn Bancorp
1973,MPCT,iShares MSCI Global Impact ETF,iShares MSCI Global Impact ETF,mpact
1974,MPVD,Mountain Province Diamonds Inc. ,Mountain Province Diamonds Inc. - Common Stock,Mountain Province Diamonds
1975,MPWR,"Monolithic Power Systems, Inc. ","Monolithic Power Systems, Inc. - Common Stock",Monolithic Power Systems
1976,MRAM,"Everspin Technologies, Inc. ","Everspin Technologies, Inc. - Common Stock",Everspin Technologies
1977,MRBK,Meridian Bank ,Meridian Bank - Common Stock,Meridian Bank 
1978,MRCC,Monroe Capital Corporation ,Monroe Capital Corporation - Common Stock,Monroe Capital Corporation
1979,MRCC,Monroe Capital Corporation ,Monroe Capital Corporation - Common Stock,Monroe Capital Corp.
1980,MRCY,Mercury Systems Inc ,Mercury Systems Inc - Common Stock,Mercury Systems Inc
1981,MRCY,Mercury Systems Inc ,Mercury Systems Inc - Common Stock,Mercury Systems
1982,MRIN,Marin Software Incorporated ,Marin Software Incorporated - Common Stock,Marin Software Incorporated
1983,MRIN,Marin Software Incorporated ,Marin Software Incorporated - Common Stock,Marin Software
1984,MRLN,Marlin Business Services Corp. ,Marlin Business Services Corp. - Common Stock,Marlin
1985,MRNS,"Marinus Pharmaceuticals, Inc. ","Marinus Pharmaceuticals, Inc. - Common Stock",Marinus Pharmaceuticals
1986,MRSN,"Mersana Therapeutics, Inc. ","Mersana Therapeutics, Inc. - Common Stock",Mersana Therapeutics
1987,MRTN,"Marten Transport, Ltd. ","Marten Transport, Ltd. - Common Stock",Marten Transport
1988,MRTX,"Mirati Therapeutics, Inc. ","Mirati Therapeutics, Inc. - Common Stock",Mirati Therapeutics
1989,MRUS,Merus N.V. ,Merus N.V. - Common Shares,Merus N.V.
1990,MRUS,Merus N.V. ,Merus N.V. - Common Shares,Merus
1991,MRVL,Marvell Technology Group Ltd. ,Marvell Technology Group Ltd. - Common Stock,Marvell Technology
1992,MSBF,MSB Financial Corp. ,MSB Financial Corp. - Common Stock,MSB Financial Corp. 
1993,MSBI,"Midland States Bancorp, Inc. ","Midland States Bancorp, Inc. - Common Stock",Midland States Bancorp
1994,MSEX,Middlesex Water Company ,Middlesex Water Company - Common Stock,Middlesex Water Company
1995,MSEX,Middlesex Water Company ,Middlesex Water Company - Common Stock,Middlesex Water
1996,MSFT,Microsoft Corporation ,Microsoft Corporation - Common Stock,Microsoft Corporation
1997,MSFT,Microsoft Corporation ,Microsoft Corporation - Common Stock,Microsoft
1998,MSON,"MISONIX, Inc. ","MISONIX, Inc. - Common Stock",MSON
1999,MSTR,MicroStrategy Incorporated ,MicroStrategy Incorporated - Class A Common Stock,MicroStrategy Incorporated
2000,MSTR,MicroStrategy Incorporated ,MicroStrategy Incorporated - Class A Common Stock,MicroStrategy
2001,MTBC,"Medical Transcription Billing, Corp. ","Medical Transcription Billing, Corp. - Common Stock",Transcription Billing
2002,MTBCP,"Medical Transcription Billing, Corp. ","Medical Transcription Billing, Corp. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock",Transcription Billing
2003,MTCH,"Match Group, Inc. ","Match Group, Inc. - Common Stock",Match Group
2004,MTEC,MTech Acquisition Corp. ,MTech Acquisition Corp. - Class A Common Stock,MTech Acquisition Corp. 
2005,MTECU,MTech Acquisition Corp. ,MTech Acquisition Corp. - Unit,MTech Acquisition Corp. 
2006,MTECW,MTech Acquisition Corp. ,MTech Acquisition Corp. - Warrant,MTech Acquisition Corp. 
2007,MTEM,"Molecular Templates, Inc. ","Molecular Templates, Inc. - Common Stock",Molecular Templates
2008,MTEX,"Mannatech, Incorporated ","Mannatech, Incorporated - Common Stock",Mannatech
2009,MTFB,Motif Bio plc ,Motif Bio plc - ADR,Motif
2010,MTFBW,Motif Bio plc ,Motif Bio plc - Warrant,Motif
2011,MTGE,MTGE Investment Corp. ,MTGE Investment Corp. - Common Stock,MTGE
2012,MTGEP,MTGE Investment Corp. ,MTGE Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock,MTGE
2013,MTLS,Materialise NV ,Materialise NV - American Depositary Shares,Materialise NV
2014,MTLS,Materialise NV ,Materialise NV - American Depositary Shares,Materialise
2015,MTP,Midatech Pharma PLC ,Midatech Pharma PLC - American Depositary Shares,atech
2016,MTRX,Matrix Service Company ,Matrix Service Company - Common Stock,Matrix Service Company
2017,MTRX,Matrix Service Company ,Matrix Service Company - Common Stock,Matrix Service
2018,MTSI,"MACOM Technology Solutions Holdings, Inc. ","MACOM Technology Solutions Holdings, Inc. - Common Stock",MACOM Technology Solutions Holdings
2019,MTSI,"MACOM Technology Solutions Holdings, Inc. ","MACOM Technology Solutions Holdings, Inc. - Common Stock",MACOM Technology Solutions
2020,MTSL,MER Telemanagement Solutions Ltd. ,MER Telemanagement Solutions Ltd. - Ordinary Shares,MER Telemanagement
2021,MU,"Micron Technology, Inc. ","Micron Technology, Inc. - Common Stock",Micron Technology
2022,MUDS,Mudrick Capital Acquisition Corporation ,Mudrick Capital Acquisition Corporation - Class A Common Stock,Mudrick Capital Acquisition Corporation 
2023,MUDSU,Mudrick Capital Acquisition Corporation ,Mudrick Capital Acquisition Corporation - Unit,Mudrick Capital Acquisition Corporation 
2024,MUDSW,Mudrick Capital Acquisition Corporation ,Mudrick Capital Acquisition Corporation - Warrant,Mudrick Capital Acquisition Corporation 
2025,MVBF,MVB Financial Corp. ,MVB Financial Corp. - Common Stock,MVB Financial Corp.
2026,MVBF,MVB Financial Corp. ,MVB Financial Corp. - Common Stock,MVB Financial
2027,MVIS,"Microvision, Inc. ","Microvision, Inc. - Common Stock",Microvision
2028,MXIM,"Maxim Integrated Products, Inc. ","Maxim Integrated Products, Inc. - Common Stock",Maxim ntegrated
2029,MXWL,"Maxwell Technologies, Inc. ","Maxwell Technologies, Inc. - Common Stock",Maxwell
2030,MYFW,"First Western Financial, Inc. ","First Western Financial, Inc. - Common Stock",First Western Financial
2031,MYGN,"Myriad Genetics, Inc. ","Myriad Genetics, Inc. - Common Stock",Myriad Genetics
2032,MYL,Mylan N.V. ,Mylan N.V. - Common Stock,Mylan
2033,MYND,"MYnd Analytics, Inc. ","MYnd Analytics, Inc. - Common Stock",MYnd
2034,MYNDW,"MYnd Analytics, Inc. ","MYnd Analytics, Inc. - Warrant",MYnd
2035,MYOK,"MyoKardia, Inc. ","MyoKardia, Inc. - Common Stock",MyoKardia
2036,MYOS,MYOS RENS Technology Inc. ,MYOS RENS Technology Inc. - Common Stock,MYOS RENS
2037,MYRG,"MYR Group, Inc. ","MYR Group, Inc. - Common Stock",MYR Group
2038,MYSZ,"My Size, Inc. ","My Size, Inc. - Common Stock",My Size
2039,MZOR,Mazor Robotics Ltd. ,Mazor Robotics Ltd. - American Depositary Shares,Mazor
2040,NAII,"Natural Alternatives International, Inc. ","Natural Alternatives International, Inc. - Common Stock",Natural Alternatives International
2041,NAKD,Naked Brand Group Limited ,Naked Brand Group Limited - Ordinary Shares,Naked Br
2042,NANO,Nanometrics Incorporated ,Nanometrics Incorporated - Common Stock,Nanometrics orporated
2043,NAOV,"NanoVibronix, Inc. ","NanoVibronix, Inc. - Common Stock",NanoVibronix
2044,NATH,"Nathan's Famous, Inc. ","Nathan's Famous, Inc. - Common Stock",Nathan's Famous
2045,NATI,National Instruments Corporation ,National Instruments Corporation - Common Stock,National Instruments Corporation
2046,NATI,National Instruments Corporation ,National Instruments Corporation - Common Stock,National Instruments
2047,NATR,"Nature's Sunshine Products, Inc. ","Nature's Sunshine Products, Inc. - Common Stock",Nature's Sunshine Products
2048,NAUH,"National American University Holdings, Inc. ","National American University Holdings, Inc. - Common Stock",National American University Holdings
2049,NAVG,"The Navigators Group, Inc. ","The Navigators Group, Inc. - Common Stock",Navigators
2050,NAVI,Navient Corporation ,Navient Corporation - Common Stock,Navient
2051,NAVI,Navient Corporation ,Navient Corporation - Common Stock,Navient Corporation
2052,NBEV,New Age Beverages Corporation ,New Age Beverages Corporation - Common Stock,Age s
2053,NBIX,"Neurocrine Biosciences, Inc. ","Neurocrine Biosciences, Inc. - Common Stock",Neurocrine Biosciences
2054,NBN,Northeast Bancorp ,Northeast Bancorp - Common Stock,Northeast Bancorp
2055,NBRV,Nabriva Therapeutics plc ,Nabriva Therapeutics plc - Ordinary Shares,Nabriva rapeutics
2056,NBTB,NBT Bancorp Inc. ,NBT Bancorp Inc. - Common Stock,NBT Bancorp Inc.
2057,NBTB,NBT Bancorp Inc. ,NBT Bancorp Inc. - Common Stock,NBT Bancorp
2058,NCBS,Nicolet Bankshares Inc. ,Nicolet Bankshares Inc. - Common Stock,Nicolet shares
2059,NCMI,"National CineMedia, Inc. ","National CineMedia, Inc. - Common Stock",National CineMedia
2060,NCNA,NuCana plc ,NuCana plc - American Depositary Share,NuCana plc
2061,NCNA,NuCana plc ,NuCana plc - American Depositary Share,NuCana
2062,NCOM,National Commerce Corporation ,National Commerce Corporation - Common Stock,National Commerce Corporation 
2063,NCSM,"NCS Multistage Holdings, Inc. ","NCS Multistage Holdings, Inc. - Common Stock",NCS Multistage Holdings
2064,NCTY,The9 Limited ,The9 Limited - American Depository Shares representing three ordinary shares,The9 Limited
2065,NCTY,The9 Limited ,The9 Limited - American Depository Shares representing three ordinary shares,The9
2066,NDAQ,"Nasdaq, Inc. ","Nasdaq, Inc. - Common Stock","Nasdaq, Inc. "
2067,NDLS,Noodles & Company ,Noodles & Company - Common Stock,Noodles & Company
2068,NDRA,ENDRA Life Sciences Inc. ,ENDRA Life Sciences Inc. - Common Stock,ENDRA Life Sciences Inc.
2069,NDRA,ENDRA Life Sciences Inc. ,ENDRA Life Sciences Inc. - Common Stock,ENDRA Life Sciences
2070,NDRAW,ENDRA Life Sciences Inc. ,ENDRA Life Sciences Inc. - Warrants,ENDRA
2071,NDSN,Nordson Corporation ,Nordson Corporation - Common Stock,Nordson Corporation
2072,NDSN,Nordson Corporation ,Nordson Corporation - Common Stock,Nordson
2073,NEBU,Nebula Acquisition Corporation ,Nebula Acquisition Corporation - Class A Common Stock,Nebula Acquisition Corporation 
2074,NEBUU,Nebula Acquisition Corporation ,Nebula Acquisition Corporation - Unit,Nebula Acquisition Corporation 
2075,NEBUW,Nebula Acquisition Corporation ,Nebula Acquisition Corporation - Warrant,Nebula Acquisition Corporation 
2076,NEO,"NeoGenomics, Inc. ","NeoGenomics, Inc. - Common Stock",NeoGenomics
2077,NEO,"NeoGenomics, Inc. ","NeoGenomics, Inc. - Common Stock",Neogen
2078,NEOG,Neogen Corporation ,Neogen Corporation - Common Stock,Neogen Corporation
2079,NEON,Neonode Inc. ,Neonode Inc. - Common Stock,Neonode Inc.
2080,NEON,Neonode Inc. ,Neonode Inc. - Common Stock,Neonode
2081,NEOS,"Neos Therapeutics, Inc. ","Neos Therapeutics, Inc. - Common Stock",Neos
2082,NEPT,Neptune Technologies & Bioresources Inc ,Neptune Technologies & Bioresources Inc - Ordinary Shares,Neptune Technologies
2083,NERV,"Minerva Neurosciences, Inc ","Minerva Neurosciences, Inc - Common Stock",Minerva Neurosciences
2084,NESR,National Energy Services Reunited Corp. ,National Energy Services Reunited Corp. - Ordinary Shares,National Energy Services Reunited Corp.
2085,NESR,National Energy Services Reunited Corp. ,National Energy Services Reunited Corp. - Ordinary Shares,National Energy Services Reunited
2086,NESRW,National Energy Services Reunited Corp. ,National Energy Services Reunited Corp. - Warrant,Reunited
2087,NETE,"Net Element, Inc. ","Net Element, Inc. - Common Stock",Net Element
2088,NEWA,"Newater Technology, Inc. ","Newater Technology, Inc. - Ordinary Shares",ater 
2089,NEWT,Newtek Business Services Corp. ,Newtek Business Services Corp. - Common Stock,Newtek Business Services
2090,NEXT,NextDecade Corporation ,NextDecade Corporation - Common Stock,NextDecade
2091,NFBK,"Northfield Bancorp, Inc. ","Northfield Bancorp, Inc. - Common Stock",Northfield Bancorp
2092,NFEC,NF Energy Saving Corporation ,NF Energy Saving Corporation - Common Stock,NF  Saving
2093,NFLX,"Netflix, Inc. ","Netflix, Inc. - Common Stock",Netflix
2094,NFTY,First Trust India Nifty 50 Equal Weight ETF,First Trust India Nifty 50 Equal Weight ETF,First Trust India Nifty 50 Equal Weight ETF
2095,NGHC,National General Holdings Corp ,National General Holdings Corp - Common Stock,National General Holdings Corp 
2096,NGHCN,National General Holdings Corp ,"National General Holdings Corp - Depositary Shares, each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock, Series C",National General Holdings Corp 
2097,NGHCO,National General Holdings Corp ,National General Holdings Corp - Depositary Shares,National General Holdings Corp 
2098,NGHCP,National General Holdings Corp ,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A",National General Holdings Corp 
2099,NGHCZ,National General Holdings Corp ,National General Holdings Corp - 7.625% Subordinated Notes due 2055,National General Holdings Corp 
2100,NH,"NantHealth, Inc. ","NantHealth, Inc. - Common Stock",Nant
2101,NHLD,National Holdings Corporation ,National Holdings Corporation - Common Stock,National Holdings Corporation 
2102,NHLDW,National Holdings Corporation ,National Holdings Corporation - Warrants,National Holdings Corporation 
2103,NHTC,Natural Health Trends Corp. ,Natural Health Trends Corp. - Commn Stock,Natural Health Trends
2104,NICE,NICE Ltd ,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NICE
2105,NICK,"Nicholas Financial, Inc. ","Nicholas Financial, Inc. - Common Stock",Nicholas Financial
2106,NIHD,"NII Holdings, Inc. ","NII Holdings, Inc. - Common Stock","NII Holdings, Inc. "
2107,NITE,Nightstar Therapeutics plc ,Nightstar Therapeutics plc - American Depositary Shares,Nightstar rapeutics
2108,NK,"NantKwest, Inc. ","NantKwest, Inc. - Common Stock",NantKwest
2109,NKSH,"National Bankshares, Inc. ","National Bankshares, Inc. - Common Stock",shares
2110,NKTR,Nektar Therapeutics ,Nektar Therapeutics - Common Stock,Nektar Therapeutics
2111,NLNK,NewLink Genetics Corporation ,NewLink Genetics Corporation - Common Stock,Link Genetics
2112,NLST,"Netlist, Inc. ","Netlist, Inc. - Common Stock",Netlist
2113,NMIH,NMI Holdings Inc ,NMI Holdings Inc - Common Stock,NMI Holdings
2114,NMRD,Nemaura Medical Inc. ,Nemaura Medical Inc. - Common Stock,Nemaura Medical
2115,NMRK,"Newmark Group, Inc. ","Newmark Group, Inc. - Class A Common Stock",Newmark
